id,hostname,eventData.name,eventData.description,eventData.sourceId,eventData.url,eventData.startDate,eventData.cancelled,eventData.location.sourceId,eventData.location.url,eventData.location.name,eventData.location.location.name,eventData.location.location.address.country.longName,eventData.location.location.address.city,eventData.location.location.address.postalCode,eventData.location.location.address.street,eventData.location.location.coordinate.lat,eventData.location.location.coordinate.lon,eventData.location.category,eventData.sourceDate,eventData.location.location.address.streetHouseNumber,eventData.location.eventPlaceId,dayofweek,year,month,season,district,supercategory,subcategory,starting_hour,time_of_day
prinz.de/stuttgart/events/472653-stuttgarter-silvesterball-und-grosse-boa-silv,prinz.de,Stuttgarter Silvesterball und Große Boa Silvesterparty 2014,"Die wohl alterhwürdigste Silvestergala Stuttgarts: der Stuttgarter Silvesterball – wieder im festlichen Ambiente der Liederhalle. Ein üppiges 3-Gang-Menü darf da natürlich nicht fehlen. Durch den Abend führt die beliebte und bekannte SWR-Moderatorin Stefanie Anhalt. Im Beethoven-Saal fordert die Galaband Rosegarden zum Tänzchen auf – zu Standard, Latein, Discofox oder neuen Chartbreakern. Danach gibt’s poppige bis punkige NDW-Hits von der Kultband Wirtschaftswunder. Um Mitternacht wird mit allen Stars kräftig das Jahr 2015 eingeläutet. Im Beethoven-Foyer spielt die Band Happyness Brassband die eingängigen Partykracher, Evergreens im Bigband-Stil. Um 22 Uhr geht’s dann im Foyer des Hegelsaals mit der Boa Silvesterparty los. DJ Nikos legt House, R’n’B, Pop und Discoklassiker auf. Mit der Eintrittskarte zur Boa Silvesterparty könnt ihr ab 22 Uhr beide Partys besuchen. Frohes Neues! 

Beginn: 18.30 Uhr (Gala), 22 Uhr (Party)
Preis: 39,95 Euro",472653,http://prinz.de/stuttgart/events/472653-stuttgarter-silvesterball-und-grosse-boa-silv,2014-12-31 06:30:00,False,13114,http://prinz.de/stuttgart/locations/13114-liederhalle/,Liederhalle,Liederhalle,Germany,Stuttgart,70174,Berliner Platz 1-3,48.778506,9.167302,party/popcharts,,Berliner Platz 1-3,ca8ca8d239060e8001866c51641e0d380357722709da66a3ce2045f07cd7374b,2,2014,12,winter,Relenberg,party,popcharts,06:30:00,Morning
prinz.de/stuttgart/events/476006-alexa-feser-9,prinz.de,Alexa Feser,"Gerade ging ihre erste eigene Headliner-Tour mit nahezu überall ausverkauften Club-Shows zu Ende. Aufgrund der großen Nachfrage kündigte ALEXA FESER bereits vor kurzem neue Termine für Februar an. Heute startet der Vorverkauf für acht weitere Konzerte im März 2015. Als Support von Maxim im vergangenen Jahr und im Sommer von Adel Tawil, begeisterte die Wahl-Berlinerin ihr Publikum. Ihr Debüt-Album GOLD VON MORGEN ist Ende September bei Warner Music erschienen. Fans wie Kritiker überschlagen sich seither mit Lob. Auf ihrer ersten eigenen Tour im November 2014 hat die Sängerin jüngst gezeigt wieviel Power auf der Bühne in ihr steckt. Ausverkaufte Konzerte und jubelnde Zuschauer sprechen für sich.",476006,http://prinz.de/stuttgart/events/476006-alexa-feser-9,2015-02-11 08:00:00,False,14672,http://prinz.de/stuttgart/locations/14672-dascann/,Club Cann,Club Cann,Germany,Stuttgart,70372,Kegelenstrasse 21 ,48.8005798,9.2165579,konzert/singersongwriter-konzerte,,Kegelenstrasse 21,8f5c10443070b9e7b364afe3f043c31d05d4e83cd6a9b4d6ec8cc0b9c1dc1269,2,2015,2,winter,Bad Cannstatt,konzert,singersongwriter-konzerte,08:00:00,Morning
prinz.de/stuttgart/events/185035-mensch-kalle,prinz.de,Mensch Kalle,"""Mensch Kalle"" ist eine Geschichte von Jugendlichen zwischen Resignation 
und Hoffnung, in der es um Freundschaft, Verliebtsein, Geheimnisse und 
Regeln geht, aber auch ums Saufen und Drogennehmen. Ein authentisches 
Theaterstück zur Suchtprävention - entwickelt und gespielt von ehemaligen 
Drogenabhängigen.",185035,http://prinz.de/stuttgart/events/185035-mensch-kalle,2013-06-26 09:00:00,False,10959,http://prinz.de/stuttgart/locations/10959-kulturwerk/,Kulturwerk,Kulturwerk,Germany,Stuttgart,70188,Ostendstr. 106a,48.78225342,9.20737195,kultur/buehne,,Ostendstr. 106a,327aa7a7ecd380371d00be391c517575fc1aabf64e932ff39891153d6f58e89e,2,2013,6,summer,Uhlandshöhe,kultur,buehne,09:00:00,Morning
prinz.de/stuttgart/events/210680-flamenco-abend-mit-jens-bracher-jorge-castane,prinz.de,"Flamenco-Abend mit Jens Bracher, Jorge Castaneda u.a.","Zum zweiten Mal im Ausschank Ost: Die Flamenco-Virtuosen Jens Bracher (Trompete) und Jorge Castañeda (Gitarre, Gesang) spielen klassische und moderne Flamencostücke und -Interpretationen. Unterstützt werden sie diesmal neben der Cachon-Percussion von der Flamenco-Tänzerin Marta Ripoll aus Malaga.",210680,http://prinz.de/stuttgart/events/210680-flamenco-abend-mit-jens-bracher-jorge-castane,2012-11-14 09:00:00,False,14499,http://prinz.de/stuttgart/locations/14499-ausschank-ost/,Ausschank Ost,Ausschank Ost,Germany,Stuttgart,70190,Neckarstr. 216,48.7926328,9.2014959,konzert,,Neckarstr. 216,67b6fe191298dd77abbcb405c5f5d074939240370fd4764a3c5d203cfa67d9ec,2,2012,11,autumn,Stöckach,konzert,,09:00:00,Morning
prinz.de/stuttgart/events/210962-die-heiterkeit-9,prinz.de,Die Heiterkeit,,210962,http://prinz.de/stuttgart/events/210962-die-heiterkeit-9,2012-11-28 09:00:00,False,13293,http://prinz.de/stuttgart/locations/13293-schocken/,Schocken,Schocken,Germany,Stuttgart,70173,Hirschstr. 36,48.773663,9.17572,konzert/pop,,Hirschstr. 36,fcd334830b966e4c837116855a9d6f74c0297dad8efc68a75323e953659288dd,2,2012,11,autumn,Europaviertel,konzert,pop,09:00:00,Morning
prinz.de/stuttgart/events/209721-stuttgarter-philharmoniker-die-grosse-reihe-3,prinz.de,Stuttgarter Philharmoniker - Die große Reihe 3,"Die große Konzertreihe der Stuttgarter Philharmoniker ""Duell mit Noten"" geht in die dritte Runde. Natürlich werden dabei keine Pistolen gezückt sondern die Waffen des Geistes und der Feder. Dieses mal duellieren sich Brahms und Wagner.",209721,http://prinz.de/stuttgart/events/209721-stuttgarter-philharmoniker-die-grosse-reihe-3,2012-12-05 08:00:00,False,13114,http://prinz.de/stuttgart/locations/13114-liederhalle/,Liederhalle,Liederhalle,Germany,Stuttgart,70174,Berliner Platz 1-3,48.778506,9.167302,konzert,,Berliner Platz 1-3,ca8ca8d239060e8001866c51641e0d380357722709da66a3ce2045f07cd7374b,2,2012,12,winter,Relenberg,konzert,,08:00:00,Morning
prinz.de/stuttgart/events/208931-russisches-festival-die-gulag-lieder,prinz.de,Russisches Festival: Die Gulag-Lieder,"Russische Lieder zum Hören und zum Mitsingen von Viktor Gagin, Komponist und Liedermacher.",208931,http://prinz.de/stuttgart/events/208931-russisches-festival-die-gulag-lieder,2012-12-12 08:00:00,False,12845,http://prinz.de/stuttgart/locations/12845-theater-am-olgaeck/,Theater am Olgaeck,Theater am Olgaeck,Germany,Stuttgart,70182,Charlottenstr. 44,48.77333659,9.18680401,kultur/buehne,,Charlottenstr. 44,bfbabdc960efaefe7d0c3ec75e3bcf4468643a80edff1cefd080a8fd7747e9c0,2,2012,12,winter,Heusteigviertel,kultur,buehne,08:00:00,Morning
prinz.de/stuttgart/events/216990-alfred-hitchcock-matinee-bei-anruf-mord,prinz.de,Alfred-Hitchcock-Matinée: Bei Anruf Mord,Ein legendärer Klassiker der Filmgeschichte mit opulentem Frühstücksbuffet.,216990,http://prinz.de/stuttgart/events/216990-alfred-hitchcock-matinee-bei-anruf-mord,2012-10-03 10:00:00,False,14769,http://prinz.de/stuttgart/locations/14769-fuenf/,Fünf,Fünf,Germany,Stuttgart,70173,Bolzstr. 8,48.7800757,9.1779664,stadtleben/special-events,,Bolzstr. 8,7a26ceabc50f2336b7a9466fd55555c7beeab13689b160695c158c6af9244f93,2,2012,10,autumn,Europaviertel,stadtleben,special-events,10:00:00,Morning
prinz.de/stuttgart/events/212182-los-colorados-3,prinz.de,Los Colorados,Der Name der ukrainischen Band stammt von der ukrainischen Übersetzung des Kartoffelkäfers. Mit ihrer Mischung aus Polka und Pop wurden sie zum YouTube-Phänomen.,212182,http://prinz.de/stuttgart/events/212182-los-colorados-3,2012-11-14 08:00:00,False,10412,http://prinz.de/stuttgart/locations/10412-keller-klub/,Keller Klub,Keller Klub,Germany,Stuttgart,70173,Rotebühlplatz 4,48.774613,9.172541,konzert/pop,,Rotebühlplatz 4,4c29ee23e9e1f6964548a8e0ed4351b780e24eae0bce61aebde93e94b18392a1,2,2012,11,autumn,Europaviertel,konzert,pop,08:00:00,Morning
prinz.de/stuttgart/events/212241-la-danse-das-ballett-der-pariser-oper,prinz.de,La Danse - das Ballett der Pariser Oper,"Gezeigt word ein Film von Frederick Wiseman, der das Pariser Ballettensemble bei seinen Proben und Auftritten begleitete.",212241,http://prinz.de/stuttgart/events/212241-la-danse-das-ballett-der-pariser-oper,2012-11-28 08:15:00,False,12652,http://prinz.de/stuttgart/locations/12652-kinothek/,Kinothek,Kinothek,Germany,Stuttgart,70329,Asangstraße 15,48.76314254,9.27014829,kultur/webtvradio,,Asangstraße 15,c2dfaa4267d21f0b01d74f83f7a45b97b7a494a288e56eadbe8560ca7c26726a,2,2012,11,autumn,Other,kultur,webtvradio,08:15:00,Morning
prinz.de/stuttgart/events/212403-harald-schwer-quintett-feat-dizzy-krisch,prinz.de,Harald Schwer Quintett feat. Dizzy Krisch,"Gemeinsam mit Dizzy Krisch gibt das Harald Schwer Quintett ""a tribute to George Shearing"", der Legende am Jazz-Piano, zum Besten.",212403,http://prinz.de/stuttgart/events/212403-harald-schwer-quintett-feat-dizzy-krisch,2012-11-21 08:00:00,False,11596,http://prinz.de/stuttgart/locations/11596-traditional-jazz-hall/,Traditional Jazz Hall,Traditional Jazz Hall,Germany,Stuttgart,70178,Marienstr. 3b,48.773267,9.17319,konzert/jazzchanson,,Marienstr. 3b,32e590010778f4e712dda53609b0b14c0a198515951ddd4205b70b312d32cdb9,2,2012,11,autumn,Karlshöhe,konzert,jazzchanson,08:00:00,Morning
prinz.de/stuttgart/events/207532-pepper-salt-und-jo-jung-wovon-ich-singen-,prinz.de,Pepper & Salt und Jo Jung - Wovon ich singen und sagen will,"Weihnachtliche Konzerte mit dem Schauspieler Jo Jung. Der Geschichtenerzähler begeistert sein Publikum mit urkomischen, spannenden oder auch heimeligen Geschichten. Musikalisch wird er dabei von Pepper&Salt in den unterschiedlichsten Musikstilen begleitet.",207532,http://prinz.de/stuttgart/events/207532-pepper-salt-und-jo-jung-wovon-ich-singen-,2012-12-05 08:00:00,False,10408,http://prinz.de/stuttgart/locations/10408-theaterhaus/,Theaterhaus,Theaterhaus,Germany,Stuttgart,70469,Siemensstr. 11,48.810748,9.179675,konzert,,Siemensstr. 11,69cafd8e560c0ceae2f468caf07da294dc6acc1b981d8f0b07afc054b09a1894,2,2012,12,winter,Feuerbach-Ost,konzert,,08:00:00,Morning
prinz.de/stuttgart/events/207708-uwe-ochsenknecht-frueher-war-mehr-lametta,prinz.de,Uwe Ochsenknecht: Früher war mehr Lametta,"Lästige Verwandtenbesuche, panischer Last-Minute-Geschenkekauf - Weihnachten, das Fest der Liebe? ""Früher war mehr Lametta"" nennt sich die szenische Lesung mit Uwe Ochsenknecht. ""Ich lese vor allem ironisch-sarkastische Geschichten und Gedichte über Weihnachten"", sagt der Schauspieler. Darunter sind Texte von Loriot, Kishon, Tucholsky und Kästner. Die passende Musikuntermalung liefert das Trio The Three Rednosed Reindeers mit umarrangierten Christmas-Songs. Und was verbindet Ochsenknecht selbst mit Weihnachten? ""Man kommt zur Ruhe und Besinnung, hat Zeit für sich, sieht Freunde. Und wenn man die Geschenke rechtzeitig besorgt, hat man auch keinen Stress.""",207708,http://prinz.de/stuttgart/events/207708-uwe-ochsenknecht-frueher-war-mehr-lametta,2012-12-19 08:00:00,False,10408,http://prinz.de/stuttgart/locations/10408-theaterhaus/,Theaterhaus,Theaterhaus,Germany,Stuttgart,70469,Siemensstr. 11,48.810748,9.179675,kultur/lesung,,Siemensstr. 11,69cafd8e560c0ceae2f468caf07da294dc6acc1b981d8f0b07afc054b09a1894,2,2012,12,winter,Feuerbach-Ost,kultur,lesung,08:00:00,Morning
prinz.de/stuttgart/events/213252-picasso,prinz.de,Picasso,"Die Ausstellung zeigt Graphik, Keramik und Zeichnungen von Pablo Picasso, sowie für seine Kunst impulsgebende afrikanische Kunst.",213252,http://prinz.de/stuttgart/events/213252-picasso,2012-10-31 03:00:00,False,11775,http://prinz.de/stuttgart/locations/11775-galerie-valentien/,Galerie Valentien,Galerie Valentien,Germany,Stuttgart,70184,Gellertstr. 6,48.77646639,9.19407941,kultur/kunst,,Gellertstr. 6,68ac436c470a393fa181c67041c701fcaa4a0e72c5e925abcdf7097baed76ba3,2,2012,10,autumn,Other,kultur,kunst,03:00:00,Night
prinz.de/stuttgart/events/451206-rosenberg-oder-tal-bingo-night-6,prinz.de,Rosenberg oder Tal - Bingo Night,"BINGO! BINGO! BINGO! – oder doch lieber feiern? Wir sagen, BEIDES!! Der Perkins Park macht‟s, mit unserer allseits beliebten Rosenberg oder Tal-BINGO NIGHT möglich.

Wer mitspielen will, sollte bis spätestens 22 Uhr seine Spielscheine sichern. Nachdem unsere reizende Bingo-Fee an DJ Chris Davids Seite die Gewinnzahlen  gezogen hat und die glücklichen Gewinner feststehen, beginnt der musikalische Teil des Abends: Rosenberg-Sounds vom Allerfeinsten! Viel Glück und jede Menge 
Spaß wünscht das Perkins Park-Team! 

Übrigens: natürlich gibt es auch an diesem Mittwoch alle Getränke zum halben Preis (außer Jahrgangschampagner und Cocktails).",451206,http://prinz.de/stuttgart/events/451206-rosenberg-oder-tal-bingo-night-6,2014-09-24 08:00:00,False,12212,http://prinz.de/stuttgart/locations/12212-perkins-park/,Perkins Park,Perkins Park,Germany,Stuttgart,70191,Stresemannstr. 39,48.80476138,9.17459728,party/popcharts,,Stresemannstr. 39,717a666b87b1a9f9aaa4ff2f0f621397d2fadb91d3867714b12cc9b821a865e5,2,2014,9,autumn,Am Rosensteinpark,party,popcharts,08:00:00,Morning
prinz.de/stuttgart/events/451592-keller-mixtape-7,prinz.de,Keller Mixtape,"Kennen wir von früher, bevor's CDs wurden: Das Mixtape. 90 Minuten voll mit malerischen Liedern,
Erinnerungen, meistens unbeschriftet, damit keiner weiterspult und mit selbstgemalten Cover. So was haben wir immer nur denen geschenkt, die's wirklich verdient haben. Manchmal wurden wir dafür geküsst, manchmal haben wir Leben gerettet und manchmal wollten wir dazu auch tanzen.

Das Keller Mixtape ist noch geiler. Es geht länger als 90 Minuten und Getränke und Gesellschaft gibt's auch noch. Lieder vom Herzen – all' die schöne Kellermusik, querfeldein. Träumer, Rabauken, Kaputtniks, Styler und Rocker. Vom Keller für Dich.",451592,http://prinz.de/stuttgart/events/451592-keller-mixtape-7,2014-09-10 11:00:00,False,10412,http://prinz.de/stuttgart/locations/10412-keller-klub/,Keller Klub,Keller Klub,Germany,Stuttgart,70173,Rotebühlplatz 4,48.774613,9.172541,party/popcharts,,Rotebühlplatz 4,4c29ee23e9e1f6964548a8e0ed4351b780e24eae0bce61aebde93e94b18392a1,2,2014,9,autumn,Europaviertel,party,popcharts,11:00:00,Morning
prinz.de/stuttgart/events/451609-keller-mixtape-8,prinz.de,Keller Mixtape,"Kennen wir von früher, bevor's CDs wurden: Das Mixtape. 90 Minuten voll mit malerischen Liedern,
Erinnerungen, meistens unbeschriftet, damit keiner weiterspult und mit selbstgemalten Cover. So was haben wir immer nur denen geschenkt, die's wirklich verdient haben. Manchmal wurden wir dafür geküsst, manchmal haben wir Leben gerettet und manchmal wollten wir dazu auch tanzen.

Das Keller Mixtape ist noch geiler. Es geht länger als 90 Minuten und Getränke und Gesellschaft gibt's auch noch. Lieder vom Herzen – all' die schöne Kellermusik, querfeldein. Träumer, Rabauken, Kaputtniks, Styler und Rocker. Vom Keller für Dich.",451609,http://prinz.de/stuttgart/events/451609-keller-mixtape-8,2014-09-17 11:00:00,False,10412,http://prinz.de/stuttgart/locations/10412-keller-klub/,Keller Klub,Keller Klub,Germany,Stuttgart,70173,Rotebühlplatz 4,48.774613,9.172541,party/popcharts,,Rotebühlplatz 4,4c29ee23e9e1f6964548a8e0ed4351b780e24eae0bce61aebde93e94b18392a1,2,2014,9,autumn,Europaviertel,party,popcharts,11:00:00,Morning
prinz.de/stuttgart/events/449747-les-vacances-du-petit-nicolas,prinz.de,Les Vacances du petit Nicolas,"Am Ende des Schuljahres kommt der lang ersehnte Sommerurlaub für den kleinen Nicolas und seine Eltern. Am Strand lernt er viele neue Freunde kennen, u.a. Isabelle, ein Mädchen, dass ihn ständig mit seinen großen, runden Augen beobachtet und mit dem ihm seine Eltern, so glaubt er, zwangsverheiraten wollen. Die Erwachsenen finden es süß, aber der kleine Nicolas bekommt es mit der Angst zu tun. Zum Glück stehen ihm seine Freunde zur Seite und mischen die Szene kräftig auf. Eine Sache ist dabei sicher: es wird für alle Beteiligten ein unvergesslicher Urlaub.

Originalversion mit deutschen Untertiteln.",449747,http://prinz.de/stuttgart/events/449747-les-vacances-du-petit-nicolas,2014-09-03 07:30:00,False,10837,http://prinz.de/stuttgart/locations/10837-delphi-arthaus/,Delphi Arthaus,Delphi Arthaus,Germany,Stuttgart,70178,Tübinger Straße 6 ,48.7730909,9.17469258,kultur/film-kino,,Tübinger Straße 6,94dd27c167fa9f0cf6e3b1d85a9a0c3ca727607a2f47cee1e91f638ac73be64f,2,2014,9,autumn,Karlshöhe,kultur,film-kino,07:30:00,Morning
prinz.de/stuttgart/events/436943-7-kammerkonzert-monsun,prinz.de,7. Kammerkonzert: Monsun,"Nachdem die Kammerkonzertsaison 2013/14 mit „Acht Jahreszeiten“ begonnen hat, rücken die Musiker des Staatsorchesters Stuttgart auch im siebten und letzten Kammerkonzert eine Naturerscheinung ins thematische Zentrum: den Regen. Neben der „Regenliedsonate“ von Johannes Brahms präsentieren sie das Schlagzeug-Trio Rain Tree von Toru Takemitsu. Für den erst kürzlich restaurierten experimentellen Schwarz-Weiß-Film Regen (1929) der niederländischen Filmemacher Mannus Franken und Joris Ivens komponierte Hanns Eisler eine Filmmusik, die als eigenständiges Kammermusikstück unter dem Titel 14 Arten, den Regen zu beschreiben bekannt wurde. Im 7. Kammerkonzert ist der Film mit Impressionen von Amsterdam bei Regen zunächst im Original als Stummfilm und anschließend mit musikalischer Begleitung zu sehen.
 

Einführung von Patrick Hahn um 19 Uhr im Mozartsaal der Liederhalle.",436943,http://prinz.de/stuttgart/events/436943-7-kammerkonzert-monsun,2014-07-09 07:30:00,False,13114,http://prinz.de/stuttgart/locations/13114-liederhalle/,Liederhalle,Liederhalle,Germany,Stuttgart,70174,Berliner Platz 1-3,48.778506,9.167302,konzert/klassik,,Berliner Platz 1-3,ca8ca8d239060e8001866c51641e0d380357722709da66a3ce2045f07cd7374b,2,2014,7,summer,Relenberg,konzert,klassik,07:30:00,Morning
prinz.de/stuttgart/events/437916-mimi-cabell-und-lindsay-foster-keep-shining,prinz.de,Mimi Cabell und Lindsay Foster: Keep Shining,Die beiden Künstlerinnen sehen in ihrem gemeinsamen Projekt das Leben als Performance an und zeigen wie sich unterschiedliche Gefühle wie Hoffnung und Ehrlichkeit in diesem Zusammenhang verändern.,437916,http://prinz.de/stuttgart/events/437916-mimi-cabell-und-lindsay-foster-keep-shining,2014-07-16 07:00:00,False,15098,http://prinz.de/stuttgart/locations/15098-projektraum-lotte/,Projektraum Lotte,Projektraum Lotte,Germany,Stuttgart,70173,Willy-Brandt-Str. 18,48.7826689,9.1880105,kultur/kunst,,Willy-Brandt-Str. 18,b052c95c36a35ee959e5f2a8f8061f7cf7f11c9a57275aeb29ace9ebd95a7997,2,2014,7,summer,Europaviertel,kultur,kunst,07:00:00,Morning
prinz.de/stuttgart/events/442181-vernissage-gruppenausstellung,prinz.de,Vernissage: Gruppenausstellung,"Der Stuttgarter Künstlerbund e.V. bietet mit der alljährlichen Sommertrilogie die Möglichkeit das breite Spektrum der Künstler und Künstlerinnen in drei Gemeinschaftsausstellungen kennenzulernen. In Teil 2 der Trilogie werden die Abstrakten vorgestellt.

Die Aufgabenstellung lautet:  ""3 Bilder – ein Thema"". Das Thema ist jedem selbst überlassen, somit eine spannende Ausstellung mit vielen Überraschungen.
Folgende Künstler stellen aus: 

       Wilhelm Magvas

·       Helga Menger

·       Karlheinz Möller

·       Brigitte Schmidt

·       Aurélie Staiger

·       Karlheinz Stoklas

·       Isabell von Wedel

·       Barbara Wieland

Die Künstler und ihre Werke werden heute vorgestellt.",442181,http://prinz.de/stuttgart/events/442181-vernissage-gruppenausstellung,2014-08-06 08:00:00,False,10495,http://prinz.de/stuttgart/locations/10495-cafe-kuenstlerbund/,Café Künstlerbund,Café Künstlerbund,Germany,Stuttgart,70173,Schlossplatz 2,48.778302,9.180579,kultur/ausstellung,,Schlossplatz 2,7115f2293b91a2dcfd7efa54c614091977122fb9ab965579daa60781ae26502b,2,2014,8,summer,Europaviertel,kultur,ausstellung,08:00:00,Morning
prinz.de/stuttgart/events/442969-implants-und-local-resident-faillure,prinz.de,Implants und Local Resident Faillure,"2 Hammer Bands, danach Ping Pong Disko.",442969,http://prinz.de/stuttgart/events/442969-implants-und-local-resident-faillure,2014-08-06 08:00:00,False,10655,http://prinz.de/stuttgart/locations/10655-zwoelfzehn/,Zwölfzehn,Zwölfzehn,Germany,Stuttgart,70178,Paulinenstr. 45,48.77301,9.16973,konzert/punk,,Paulinenstr. 45,1f52a69b975494df4f92808714d681387797c60e4576aa64f4b9134f5e119160,2,2014,8,summer,Karlshöhe,konzert,punk,08:00:00,Morning
prinz.de/stuttgart/events/455402-darkroom-project-exhibition,prinz.de,Vernissage: Darkroom Project Exhibition,"THE DARKROOM PROJECT, eine Initiative des italienischen Fotografen Luciano Corvaglia, 
beabsichtigt, das Interesse sowohl von Amateuren als auch von Profis an den Prozessen in 
der Dunkelkammer zu wecken. Vor allem der jungen Generation oder allen, denen es noch 
nicht möglich war, die Magie der analogen Schwarzweiß-Entwicklung kennenzulernen, soll 
diese näher gebracht werden.
Nach den Erfolgen in Italien und in Arles bietet die VHS Stuttgart den Rahmen für die erste 
große Realisierung in Deutschland. Rüdiger Flöge, Kurator der Ausstellung, hat die von 28 
Fotografen stammenden 50 ausgestellten Werke mit dem Ziel ausgewählt, ein vielseitiges 
Spektrum der italienischen analogen Schwarzweiß-Fotografie der letzten Jahre zu vermitteln. Die Bilder entstanden von Anfang der 1950iger Jahre bis heute. Viele Gebiete der Fotografie sind vertreten, beispielsweise sozialkritische Fotografie, Portraits, Aktfotografie oder auch Architekturfotografie sowie Landschaftsfotografie.
Der Wettbewerb DARKROOM CONTEST wird an den ersten drei Abenden die Ausstellung 
begleiten: Fünf Laboranten werden im Wettstreit stehen und nacheinander die Vergrößerung 
desselben Negativs, mit täglich steigendem Schwierigkeitsgrad bestreiten. Alle Besucher 
der „DARKROOM PROJECT EXHIBITION“ können vor der Bewertung der Arbeiten den ganzen Wettbewerb direkt auf einem Bildschirm in der vhs-photogalerie verfolgen und auf diese Weise dem Zauber des Entwicklungsverfahrens sowie den Aktionen der Teilnehmer in der Dunkelkammer Schritt für Schritt beiwohnen.",455402,http://prinz.de/stuttgart/events/455402-darkroom-project-exhibition,2014-10-08 07:30:00,False,11962,http://prinz.de/stuttgart/locations/11962-vhs-photogalerie/,VHS-Photogalerie,VHS-Photogalerie,Germany,Stuttgart,70173,Rotebühlplatz 28,48.77492906,9.17108341,kultur/ausstellung,,Rotebühlplatz 28,2a97a69e0bd16ad9f16f1cfef45f791be8260c4579623faac1a3f0ba2189a7d7,2,2014,10,autumn,Europaviertel,kultur,ausstellung,07:30:00,Morning
prinz.de/stuttgart/events/172315-leseohren-aufgeklappt-eine-geschichte-nur-fur-dich,prinz.de,Leseohren aufgeklappt: Eine Geschichte nur für dich!,Stuttgarter Vorlesepaten entdecken mit dir die Welt der Kinderliteratur. Für Kinder ab 3 Jahren.,172315,http://prinz.de/stuttgart/events/172315-leseohren-aufgeklappt-eine-geschichte-nur-fur-dich,2013-04-17 04:00:00,False,14413,http://prinz.de/stuttgart/locations/14413-stadtteilbuecherei-moehringen/,Stadtteilbücherei Möhringen,Stadtteilbücherei Möhringen,Germany,Stuttgart,70567,Filderbahnstr. 29,48.7266771,9.1470263,familie-kinder,,Filderbahnstr. 29,f6ca2f186d7e1a10c6b35ff05db6afeb96b696daabac16684bbaf4bcbde28048,2,2013,4,spring,Sternhäule,familie-kinder,,04:00:00,Night
prinz.de/stuttgart/events/172619-kunstakademie-beim-20-internationalen-trickfi,prinz.de,Kunstakademie beim 20. Internationalen Trickfilmfestival Stuttgart,Gezeigt werden Animationsfilme von Studierenden aus verschiedenen Fachbereichen der Akademie.,172619,http://prinz.de/stuttgart/events/172619-kunstakademie-beim-20-internationalen-trickfi,2013-04-24 06:00:00,False,11645,http://prinz.de/stuttgart/locations/11645-metropol/,Metropol,Metropol,Germany,Stuttgart,70173,Bolzstr. 10,48.78028709,9.17761389,kultur/buehne,,Bolzstr. 10,6c0910f92d0bea3efa9e0011421b37d139377243c13b4c3cc2d2dddb48adae0d,2,2013,4,spring,Europaviertel,kultur,buehne,06:00:00,Morning
prinz.de/stuttgart/events/173044-tardi-ich-rene-tardi-kriegsgefangener-im-stal,prinz.de,"Tardi: »Ich, René Tardi, Kriegsgefangener im Stalag IIB«","Eröffnet wird eine eigens für das Literaturhaus konzipierte Ausstellung zu Jacques Tardi, Frankreichs bedeutendstem Comickünstler. Ausgangspunkt ist das neue - mit Spannung erwartete - Werk ""Moi René Tardi, prisonnier de guerre au Stalag IIB"".",173044,http://prinz.de/stuttgart/events/173044-tardi-ich-rene-tardi-kriegsgefangener-im-stal,2013-07-24 09:00:00,False,12766,http://prinz.de/stuttgart/locations/12766-literaturhaus/,Literaturhaus,Literaturhaus,Germany,Stuttgart,70174,Breitscheidstr. 4,48.7795179,9.16839491,kultur/ausstellung,,Breitscheidstr. 4,2c6e99c2547d08d64d0482f87661c1db6633e1a5c48e203c0b8168e2a2771875,2,2013,7,summer,Relenberg,kultur,ausstellung,09:00:00,Morning
prinz.de/stuttgart/events/173054-judith-kuckart-wuensche,prinz.de,Judith Kuckart: Wünsche,"udith Kuckarts neuer Roman ""Wünsche"" erkundet, ob ein besseres Leben möglich wäre. Ob man nach dem Neuanfang ein anderer ist - oder nur um eine Lebenslüge leichter.",173054,http://prinz.de/stuttgart/events/173054-judith-kuckart-wuensche,2013-04-24 08:00:00,False,12766,http://prinz.de/stuttgart/locations/12766-literaturhaus/,Literaturhaus,Literaturhaus,Germany,Stuttgart,70174,Breitscheidstr. 4,48.7795179,9.16839491,kultur/lesung,,Breitscheidstr. 4,2c6e99c2547d08d64d0482f87661c1db6633e1a5c48e203c0b8168e2a2771875,2,2013,4,spring,Relenberg,kultur,lesung,08:00:00,Morning
prinz.de/stuttgart/events/173078-film-morgen-wird-alles-besser,prinz.de,Film ,Filmscreening im Rahmen des LänderFestivals Polen.,173078,http://prinz.de/stuttgart/events/173078-film-morgen-wird-alles-besser,2013-04-10 08:00:00,False,10971,http://prinz.de/stuttgart/locations/10971-treffpunkt-rotebuehlplatz/,Treffpunkt Rotebühlplatz,Treffpunkt Rotebühlplatz,Germany,Stuttgart,70173,Rotebühlplatz 28,48.77492906,9.17108341,stadtleben/special-events,,Rotebühlplatz 28,ce9011a93f2b5bc1e7c7236ca014d134fe056a1a8039848c8bc6ef35435f7c52,2,2013,4,spring,Europaviertel,stadtleben,special-events,08:00:00,Morning
